	news_collected_time	news_title
412	2014-11-19	Western NY Digs Out After Record-Breaking Storm
413	2014-11-19	Secret Service plans taller White House fence. Will that block jumpers?
414	2014-11-19	Australia PM warns global climate deal must not hit economy
415	2014-11-19	Fed Officials on Guard for Signs of Lower Inflation Expectations
416	2014-11-19	NBC News President Shuts Down Rumors That Natalie Morales, Willie Geist Fired From 'Today'
417	2014-11-19	Suicide blast targets Kabul's Green Village international zone, killing four
418	2014-11-19	5 questions about Obama's immigration plan
419	2014-11-19	Why Cosby accusers are being listened to this time
420	2014-11-19	Deadly western New York snowstorm to get second wind
421	2014-11-19	Secret Service Arrests Man With Rifle in His Car Near the White House
422	2014-11-19	Uber May Need Adult Supervision as Controversy Builds
423	2014-11-19	GLOBAL MARKETS-Dollar, bond yields gain after Fed minutes
424	2014-11-19	Police: Miss Honduras, sister found shot to death
425	2014-11-19	Man arrested at White House after weapon, ammunition found in car Report ...
426	2014-11-19	Chris Christie hedges on Obama immigration plan
427	2014-11-19	Hell hath no fury like a French First Lady scorned: Valerie Trierweiler in UK to tell ...
428	2014-11-19	Obama to announce executive action on immigration Thursday in primetime speech
429	2014-11-19	TV Land pulls 'Cosby Show' from lineup
430	2014-11-19	Arrests over killing of Honduras beauty queen Alvarado
431	2014-11-19	Sharpton Organizing Rallies in 25 Cities for Once Grand Jury Decision is Known « CBS St. Louis
432	2014-11-19	Al Sharpton Beset By Over $4 Million In Unpaid Taxes, Records Show
433	2014-11-19	2016 Contest Overshadows GOP Governors Meeting
434	2014-11-19	Valerie Trierweiler in UK: Hell hath no fury like a French First Lady scorned as she is to tell all on betrayal
435	2014-11-19	CNN anchor Don Lemon criticized for comments to Cosby rape accuser
436	2014-11-19	GOP senator warns of violence after immigration order
437	2014-11-19	Secret Service arrests Iowa man, recovers shotgun
438	2014-11-19	Let the 2016 Republican Primary Begin
439	2014-11-19	Why Cosby accusers are being listened to this time (+video)
440	2014-11-19	Buffalo braces for 3 more feet of snow after first dump
441	2014-11-19	Obama immigration order draws split GOP response from possible candidates
442	2014-11-19	Wall Street edges lower as Fed minutes offer few clues on rates
443	2014-11-19	France Identifies 2nd French Citizen in IS Video
444	2014-11-19	Obama's Immigration Plan Will Affect These K-12 Students With Undocumented Parents
445	2014-11-19	Storm Dumps Snow on Western New York, With More on the Way; at Least 7 Die
446	2014-11-19	Obama immigration order draws split GOP response from possible candidates
447	2014-11-19	France identifies second national in IS execution video
448	2014-11-19	Charles R. Schwab: Raise Interest Rates, Make Grandma Smile
449	2014-11-19	Republican governors urge Congress to avoid shutdown over immigration
450	2014-11-19	President Obama says he'll announce immigration reform plan Thursday
451	2014-11-19	Police: Miss Honduras and her sister shot dead by jealous boyfriend
452	2014-11-19	Republican Governors Seethe Over Obama's Pending Move on Immigration
453	2014-11-19	Ubers PR stumble drives new privacy woes
454	2014-11-19	Missing Mexico students: 'We want them alive,' LA activists chant
455	2014-11-19	Obama's immigration order poses political challenges for both parties
456	2014-11-19	Medieval Times: Congress Suggests Moat, Electronic Fence to Protect White House
457	2014-11-19	Uber executive investigated after spying on journalist using 'God View' tool
458	2014-11-19	'Peacock parade' of GOP governors lines up for 2016
459	2014-11-19	Miss Honduras, sister shot dead by jealous boyfriend
460	2014-11-19	Iowa man arrested outside White House after rifle, ammo found in car
461	2014-11-19	Rangers' Talbot shuts out Flyers 2-0 for 1st win
462	2014-11-19	Phil Klay Wins National Book Award for Fiction
463	2014-11-20	Americans brace for more icy temperatures and snow as ferocious storms linger
464	2014-11-20	Tears, anger pour for slain Miss Honduras, sister
465	2014-11-20	California's reaction to Obama's impending immigration action ranges from joy to outrage
466	2014-11-20	Iowa man arrested near White House; rifle and ammunition found in trunk of car
467	2014-11-20	Fed Debate Shifts to Tightening Pace After First Rate Increase
468	2014-11-20	Rampal to be produced in high court after late night arrest
469	2014-11-20	Writers Phil Klay and Evan Osnos win top National Book Awards
470	2014-11-20	TV Land pulls 'Cosby Show' reruns amid rape allegations
471	2014-11-20	Tears, anger pour for slain Miss Honduras, sister
472	2014-11-20	Facebook Supplier's Drivers Join Teamsters to Boost Pay
473	2014-11-20	Iowa man arrested near White House with gun in car
474	2014-11-20	Charlie Baker attends Republican governors conference
475	2014-11-20	Fed Debate Shifts to Tightening Pace After First Rate Increase
476	2014-11-20	Six nurses killed in latest attack on Chinese medical workers
477	2014-11-20	Officials Not Ready to Call Buffalo Snow a Record
478	2014-11-20	Alleged gunman on Florida State campus opens fire
479	2014-11-20	Obama to shield 5 million immigrants; Republicans ready to attack: Sweet
480	2014-11-20	Facebook shuttle drivers vote to unionize
481	2014-11-20	Sandoval sidesteps meeting of GOP governors, political climbers
482	2014-11-20	Indian-American Ami Bera re-elected to US Congress
483	2014-11-20	Islamic State video: second Frenchman identified
484	2014-11-20	Officials not ready to call Buffalo snow a record
485	2014-11-20	Hospital: At least two shot at Florida State University
486	2014-11-20	Obama to shield 5 million immigrants; Republicans ready to attack: Sweet
487	2014-11-20	Business News Roundup, Nov. 19
488	2014-11-20	Japan's new 'Black Widow' arrested after sixth former partner dies in suspicious circumstances
489	2014-11-20	Police Respond to 'Dangerous Situation' on FSU Campus in Tallahassee
490	2014-11-20	Round 2: Buffalo braces for another wintry wallop
491	2014-11-20	Obama's plan of action on immigration may derail Republican agenda
492	2014-11-20	Secret Service wants 'more confident' agents, higher White House fence
493	2014-11-20	Facebook bus drivers unionize amid concern about work conditions
494	2014-11-20	Montana marriage ban overturned; licenses granted
495	2014-11-20	Al Franken Confronts Uber After 'Troubling' Reports
496	2014-11-20	FSU Campus in Tallahassee Secured After Gunshots in Strozier Library
497	2014-11-20	After 6 feet of snowfall near Buffalo, 2 to 3 more feet expected
498	2014-11-20	NBC scraps Cosby television project
499	2014-11-20	Boyfriend of sister confesses to shooting dead Miss Honduras
500	2014-11-20	3 Injured in Florida State University Shooting; Gunman Killed
501	2014-11-20	Bodies of Missing Honduran Beauty Queen, Sister Found
502	2014-11-20	Buffalo area hit with epic snow with more coming
503	2014-11-20	Immigrants anxiously wait as Obama's speech looms
504	2014-11-20	Facebook shuttle drivers vote to unionize.
505	2014-11-20	Japanese police raid home of suspect in killings
506	2014-11-20	Uber reportedly tracking riders without permission
507	2014-11-20	Already snowed under, Buffalo braces for up to 3 feet more
508	2014-11-20	Immigrants face major hurdles in signing up to new Obama plan
509	2014-11-20	Facebook shuttle drivers vote to unionize in attempt to get better pay, working conditions
510	2014-11-20	Center doctor patches up Bono
511	2014-11-20	Yahoo replaces Google as Firefox's default search
512	2014-11-20	Lone gunman killed after shooting at Florida State University library leaves three wounded
513	2014-11-20	Facebook Bus Drivers Unionize to Avoid Exploitation
514	2014-11-20	Multiple fractures for Bono in NY bicycle accident
515	2014-11-20	Sri Lanka President Mahinda Rajapaksa calls polls, seeking 3rd term amid opposition criticism
516	2014-11-20	Japanese Police Raid Home of Suspect in Killings
517	2014-11-20	Google To Be Replaced With Yahoo For Search On Firefox
518	2014-11-20	Cleansing popular culture of all things Cosby
519	2014-11-20	'I had promised': Obama to announce executive action on immigration Thursday in primetime speech
520	2014-11-20	Deadly western New York snowstorm to get second wind
521	2014-11-20	Student Arrested After Hunger Games 'Three-Finger Salute'
522	2014-11-20	Facebook bus drivers unionize amid concern about work conditions
523	2014-11-20	Second French citizen identified as Islamic State executioner
524	2014-11-20	Multiple fractures for Bono in NY bicycle accident
525	2014-11-20	Secret Service chief sees morale risks
526	2014-11-20	Cosby shows pulled amid sex claims
527	2014-11-20	Buffalo, Western New York Buried by Another Wave of Snow
528	2014-11-20	U2's Bono suffered extensive injuries, had hours of surgery after bicycle crash
529	2014-11-20	Sri Lanka President Seeks Unprecedented Third Term
530	2014-11-20	Thai Exhibitor Pulls 'Mockingjay'
531	2014-11-20	Gunman Shot Dead After Opening Fire on FSU Campus in Tallahassee
532	2014-11-20	Buffalo lake effect storm turns deadly as snow keeps falling
533	2014-11-20	The legal battle over Obama's immigration plan
534	2014-11-20	Webb forms exploratory committee for White House
535	2014-11-20	Secret Service arrest man with hunting rifle and a knife in a car near the White House
536	2014-11-20	Japan Police Comb Suspected Spouses Killer's Home
537	2014-11-20	Gunman Shot Dead After Opening Fire on FSU Campus
538	2014-11-20	Multiple fractures for Bono in New York accident
539	2014-11-20	Iowa man arrested near White House with gun in car
540	2014-11-20	Firefox drops Google like a BAD HABIT
541	2014-11-20	'Hunger Games' Film Strikes Thai Nerve
542	2014-11-20	Round 2: Buffalo Faces Another Wintry Wallop
543	2014-11-20	Tears, anger for slain Miss Honduras, sister in country where violence against women is up
544	2014-11-20	Immigrants wait, hope, plan for Obama order
545	2014-11-20	2016 Presidential race kicks off with Jim Webb
546	2014-11-20	U2's Bono suffered extensive injuries, had hours of surgery after bicycle crash
547	2014-11-20	Iowa man arrested near White House with gun in car
548	2014-11-20	Yahoo usurps Google in Firefox search deal
549	2014-11-20	Obama to Bypass Congress on Immigration Reform
550	2014-11-20	Former Virginia Senator Jim Webb forms exploratory committee for 2016 White House run
551	2014-11-20	Secret Service agents arrest an Iowa man outside White House
552	2014-11-20	Motown Singer Jimmy Ruffin Dies At 78 « CBS Dallas / Fort Worth
553	2014-11-20	Multiple fractures for Bono in NY bicycle accident
554	2014-11-20	Republicans mull shutdown alternatives ahead of immigration order
555	2014-11-20	Director Mike Nichols dead at 83
556	2014-11-20	Police seek poison after Japanese woman's husband is latest of six partners to die
557	2014-11-20	Motown singer Jimmy Ruffin, older brother of Temptations lead singer, dies at age 78
558	2014-11-20	Three shot at Florida State University: How best to protect students?
559	2014-11-20	President Jim Webb?
560	2014-11-20	Swedish court rejects Assange appeal to revoke arrest warrant
561	2014-11-20	Motown singer Jimmy Ruffin dies at age 78
562	2014-11-20	Best Buy's 3Q results shatter expectations [Star Tribune (Minneapolis) :: ]
563	2014-11-20	US unemployment aid applications fall to 291,000
564	2014-11-20	After Tor Partnership Announcement, Mozilla Criticized for Ad Tracker Upgrade
565	2014-11-20	Three students shot in Florida university library, gunman killed
566	2014-11-20	Buffalo Area Battered Again by Snow, 3 More Feet Expected in Places
567	2014-11-20	Mike Nichols, Acclaimed Director of 'The Graduate,' Dies at 83
568	2014-11-20	Assange Loses Second Appeal to Cancel Swedish Detention Order
569	2014-11-20	FSU Gunman Killed After Opening Fire in Library on Tallahassee Campus
570	2014-11-20	Immigration Action Will Likely Bring Pain -- For Both Obama and GOP
571	2014-11-20	Already reeling, Buffalo area braces for more snow
572	2014-11-20	TV Land pulls 'Cosby Show' from lineup
573	2014-11-20	Swedish Court Rejects Appeal by Julian Assange
574	2014-11-20	Best Buy is latest retailer to show fresh momentum going into the holidays
575	2014-11-20	Secret Service arrests man outside White House, finds rifle in car
576	2014-11-20	Obama's Immigration Plan Takes Shape
577	2014-11-20	Buffalo, Western New York Buried by Another Wave of Snow
578	2014-11-20	Hillary Clinton draws her first 2016 challenger
579	2014-11-20	US Supreme Court denies stay in SC same-sex marriage
580	2014-11-20	5 Million Strollers Recalled Over Fingertip Amputation Hazard
581	2014-11-20	'Thought I Was Gonna Die': Three Students Hit in FSU Library Shooting
582	2014-11-20	Parties Push to Sway Public Before Obama's Immigration Speech
583	2014-11-20	Jim Webb announces 2016 exploratory bid for president
584	2014-11-20	Thai students held over 'Hunger Games' salute
585	2014-11-20	Supreme Court allows gay marriage to proceed in South Carolina
586	2014-11-20	Previously Owned U.S. Home Sales Increase to One-Year High
587	2014-11-20	Inside the FSU Library During the School Shooting
588	2014-11-20	Mike Nichols dies; crafter of films, plays including 'The Graduate,' 'Virginia Woolf'
589	2014-11-20	Thai chain pulls 'Mockingjay' after 3-fingered salute bust
590	2014-11-20	Supreme Court Allows Same-Sex Marriages to Proceed in South Carolina
591	2014-11-20	Takata Apologizes for Air Bag Flaw as Sixth Fatality Is Revealed
592	2014-11-20	FSU Gunman Identified As School Alumnus and Attorney: Report
593	2014-11-20	Supreme Court Denies Stay in South Carolina Same-Sex Marriage
594	2014-11-20	Cuomo: 'Impractical' for Bills to play Jets Sunday
595	2014-11-20	Gunman opens fire in Florida State University library; 3 wounded
596	2014-11-20	Jim Webb all but launches presidential bid. Does he have a chance?
597	2014-11-20	US and Iran prepare for the blame game
598	2014-11-20	'Hunger Games' Continues to Inspire Coup Resistance in Thailand
599	2014-11-20	Graco recalls 5 million strollers due to fingertip amputation hazard
600	2014-11-20	Cuomo: 'Impractical' for Bills to play Jets Sunday
601	2014-11-20	Republican Response on Immigration Faces Wrinkle
602	2014-11-20	New Storm Bears Down on Buffalo; Jets-Bills Game in Doubt
603	2014-11-20	Mike Nichols, 83: A prolific theater director who could do it all
604	2014-11-20	Thai students detained for 'Hunger Games' salute
